storenum,OPENDATE,address,lat,long
1045,7/14/1987,"300 WANEKA PARKWAY,Lafayette,CO,80026",39.989283,-105.0932439
1046,5/12/1987,"2214 N. FIRST STREET,Carrizo Springs,TX,78834",28.542703,-99.8484784
1047,9/1/1987,"6065 JONESBORO ROAD,Morrow,GA,30260",33.58935,-84.339723
1048,7/14/1987,"589 HWY WEST 92,Williamsburg,KY,40769",36.7436378,-84.1364568
1050,1/13/1987,"2406 LUBBOCK,Lamesa,TX,79331",32.7560587,-101.9481229
1051,1/13/1987,"407 EAST HWY 114,Levelland,TX,79336",33.5940943,-102.3711563
1052,2/3/1987,"3186 HWY 171 NORTH,Fayette,AL,35555",33.6449641,-87.8377493
1053,2/3/1987,"1015 NEW MOODY LANE,La Grange,KY,40031",38.3947205,-85.3725587
1054,2/3/1987,"1920 SOUTH US 73,Atchison,KS,66002",39.5605846,-95.1465952
1055,9/1/1987,"5302 NO. GARLAND AVE.,Garland,TX,75044",32.963723,-96.6443049
1056,2/3/1987,"3300 NORTH TRI-CITY DRIVE,Newcastle,OK,73065",35.290559,-97.6051459
1060,10/20/1987,"1227 BURKEMONT AVENUE,Morganton,NC,28655",35.715825,-81.693674
1061,9/1/1987,"136 EAST JARMAN ST.,Hazlehurst,GA,31539",31.8683737,-82.5932158
1062,10/1/1987,"150 W. EL DORADO BLVD,Webster,TX,77546",29.552253,-95.158757
1063,9/1/1987,"1608 W. MAGNOLIA AVE.,Geneva,AL,36340",31.051,-85.8996
1064,8/4/1987,"845-R BLOWING ROCK BLVD,Lenoir,NC,28645",35.9282239,-81.5293908
1065,8/18/1987,"2400 N HERVEY ST,Hope,AR,71801",33.683183,-93.612385
1066,10/1/1987,"4253 DENNY AVE.,Pascagoula,MS,39581",30.386407,-88.5188198
1067,6/30/1987,"1506 NORTH TEXANA,Hallettsville,TX,77964",29.4614161,-96.9398841
1068,10/20/1987,"2001 US HIGHWAY #1,Sebastian,FL,32958",27.779156,-80.451781
1069,8/4/1987,"231 EASTSIDE DRIVE,Newton,MS,39345",32.3418044,-89.1380371
1070,4/28/1987,"88 HIGHLAND CROSSING,East Ellijay,GA,30539",34.6576716,-84.4903478
1071,10/1/1987,"1501 VAUGHN,Wood River,IL,62095",38.8662439,-90.0736838
1072,8/18/1987,"1830 US HWY 82 WEST,Tifton,GA,31794",31.4415413,-83.5295045
1073,4/28/1987,"1710 CENTRAL TEXAS EXPRESSWAY,Lampasas,TX,76550",31.0617188,-98.1590029
1074,11/17/1987,"1655 SUNSET DRIVE,Grenada,MS,38901",33.7842805,-89.8334701
1075,6/2/1987,"1680 FT CAMPBELL BLVD,Clarksville,TN,37042",36.580126,-87.412298
1076,4/28/1987,"1401 GRAY HIGHWAY,Macon,GA,31211",32.8634754,-83.6108172
1077,8/18/1987,"3535 APALACHEE PKWY,Tallahassee,FL,32311",30.425694,-84.214363
1078,6/30/1987,"2305 HWY 67 WEST,Ballinger,TX,76821",31.7227731,-99.9612071
1079,10/1/1987,"1998 STATE RD. #44,New Smyrna Beach,FL,32168",29.01249,-80.947961
1086,10/20/1987,"4400 13TH ST.,Saint Cloud,FL,34769",28.2542326,-81.3172724
1087,11/17/1987,"4001 SE FEDERAL HWY,Stuart,FL,34997",27.156944,-80.2179249
1088,12/31/1987,"2381 PASS ROAD,Biloxi,MS,39531",30.400178,-88.974756
1089,8/4/1987,"525 KIMBALL CROSSING,Kimball,TN,37347",35.04039,-85.682064
1090,10/1/1987,"6767 103RD STREET,Jacksonville,FL,32210",30.248632,-81.754782
1091,10/1/1987,"540 WEST BYPASS,Andalusia,AL,36420",31.3186597,-86.4564658
1092,11/3/1987,"1405 TAHOKA ROAD,Brownfield,TX,79316",33.1810645,-102.2567982
1093,3/8/1988,"2040 LON DRIVE,Rantoul,IL,61866",40.314139,-88.128783
1094,10/1/1987,"6709 BLUE RIDGE BLVD.,Raytown,MO,64133",39.001545,-94.480376
1095,10/1/1987,"3010 BLAKE AVENUE,Glenwood Springs,CO,81601",39.521364,-107.319378
1120,11/3/1987,"7207 NORTH M-1 HWY,Gladstone,MO,64119",39.2243515,-94.5483143
1121,8/4/1987,"2592 NO. COLUMBIA ST.,Milledgeville,GA,31061",33.119954,-83.263547
1122,10/1/1987,"3886 GA HWY 17,Toccoa,GA,30577",34.5394732,-83.2956388
1123,11/3/1987,"1636 SANDIFER BLVD,Seneca,SC,29678",34.6842718,-83.004408
1124,10/1/1987,"1201 HWY 31 N.W.,Hartselle,AL,35640",34.4530699,-86.948796
1125,11/17/1987,"300 NORTH GREENBRIAR DRIVE,Normal,IL,61761",40.5154305,-88.9503765
1126,11/17/1987,"1381 SO. MAIN STREET,Boerne,TX,78006",29.777693,-98.726239
1127,11/17/1988,"1047 EAST CASWELL STREET,Wadesboro,NC,28170",34.9656238,-80.0606879
1128,3/1/1988,"7162 HWY 1,Marksville,LA,71350",31.1279652,-92.0662356
1129,11/17/1988,"13201 FM 620 ROAD NORTH,Austin (NW),TX,78729",30.4676783,-97.7982803
1130,2/2/1988,"917 EAST MAIN STREET,Laurens,SC,29360",34.493471,-81.97909
1131,2/2/1988,"901 NC HIGHWAY 16 SOUTH,Taylorsville,NC,28681",35.9339188,-81.1912684
1132,6/14/1988,"1226 EAST DIXIE DRIVE,Asheboro,NC,27203",35.692666,-79.7899149
1133,3/1/1988,"781 LEONARD AVENUE,Albemarle,NC,28001",35.340486,-80.175612
1134,4/12/1988,"1226 FREEPORT ROAD,De Funiak,FL,32433",30.8866166,-86.2158497
1135,3/1/1988,"1150 S 4TH STREET,Hartsville,SC,29550",34.3578512,-80.063869
1136,6/2/1988,"2808 COURT STREET,Port Allen,LA,70767",30.452484,-91.243386
1137,4/12/1988,"13750 I-10 EAST,Houston,TX,77015",30.5279813,-99.852718
1138,2/2/1988,"7202 WATTS ROAD,Madison,WI,53719",43.05183,-89.508877
1139,2/2/1988,"300 PINECREST PLAZA,Morehead,KY,40351",38.1889652,-83.4795429
1140,2/2/1988,"499 INDIAN MOUND DR,Mt. Sterling,KY,40353",38.0729793,-83.9527131
1141,6/30/1988,"1965 NORTH STATE STREET,Greenfield,IN,46140",39.812684,-85.766974
1142,3/1/1988,"1618 W MCCLAIN,Scottsburg,IN,47170",38.6873378,-85.7954855
1143,4/12/1988,"1308 SO. HARRIS ST.,Sandersville,GA,31082",32.9562222,-82.8091702
1144,5/3/1988,"970 EAST LIBERTY ST.,York,SC,29745",34.9853068,-81.2127761
1146,6/30/1988,"511 NO. HWY 52,Moncks Corner,SC,29461",33.210596,-79.985372
1147,2/2/1988,"168 WALMART DRIVE,Flippin,AR,72634",36.2751016,-92.6043531
1148,11/1/1988,"3130 LAWRENCE RD,Wichita Falls,TX,76308",33.8773967,-98.5399311
1149,5/3/1988,"2281 WEST 190 NO HWY 70,Thatcher,AZ,85552",32.8492323,-109.7592479
1150,5/3/1988,"1815 BROTHERS BLVD,College Station,TX,77845",30.597799,-96.299862
1151,11/17/1987,"6565 STATE AVENUE,Kansas City,KS,66102",39.1157619,-94.729911
1152,3/8/1988,"1921 SOUTH MAIN,Sioux Center,IA,51250",43.0569198,-96.1753379
1153,11/17/1987,"6020 HARRISON ROAD,Macon,GA,31216",32.808964,-83.718792
1154,4/12/1988,"1435 EAST MAIN ST,Fredericksburg,TX,78624",30.2565608,-98.8509206
1155,6/30/1988,"5070 FAYETTEVILLE,Lumberton,NC,28358",34.6644099,-79.003463
1156,8/16/1988,"169 NORMAN STATION BLVD,Mooresville,NC,28117",35.589614,-80.855299
1157,5/3/1988,"2110 N STATE HWY #3,North Vernon,IN,47265",38.9533716,-85.6019051
1158,3/1/1988,"2473 HACKWORTH ROAD,Adamsville,AL,35214",33.579452,-86.924218
1159,6/2/1988,"432 SOUTH BROAD STREET,New Tazewell,TN,37825",36.43878,-83.608521
1160,6/30/1988,"100 SYCAMORE ESTATES DR,Aurora,IN,47001",39.0747183,-84.8935291
1161,6/30/1988,"2897 VETERAN'S MEMORIAL PKWY,St. Charles,MO,63303",38.7826809,-90.52801
1162,5/3/1988,"1 CHERRY TREE PLAZA,Washington,IN,47501",38.6523332,-87.1534028
1163,3/1/1988,"4001 BEHRMAN,Gretna,LA,70114",29.9140651,-90.0187281
1164,5/3/1988,"360 HARBISON BLVD,Columbia (NW),SC,29212",34.074271,-81.152455
1165,9/1/1988,"1165 WAL-MART WAY,Radcliff,KY,40160",37.849122,-85.9422952
1166,6/2/1988,"1347 WEST BROAD,Elizabethtown,NC,28337",34.6325159,-78.6206384
1167,8/16/1988,"4404 52ND STREET,Kenosha,WI,53144",42.589801,-87.861793
1168,3/1/1988,"1001 HWY 98 BYPASS,Columbia,MS,39429",31.2431082,-89.8088356
1169,5/3/1988,"1920 SOUTH ARKANSAS,Springhill,LA,71075",32.985176,-93.461214
1170,5/3/1988,"10445 DIXIE HIGHWAY,Louisville,KY,40272",38.1042748,-85.8686346
1171,6/30/1988,"8320 LOCKWOOD RIDGE,Sarasota,FL,34243",27.391758,-82.506583
1172,8/16/1988,"14286 BEACH BLVD,Jacksonville Beach,FL,32250",30.2877791,-81.4381396
1173,2/2/1988,"8808 BEACH BLVD.,Jacksonville,FL,32216",30.283844,-81.563002
1174,4/12/1988,"34301 HWY 43,Thomasville,AL,36784",31.946615,-87.738631
1175,11/1/1988,"2750 S WOODLANDS VILLAGE BLVD,Flagstaff,AZ,86001",35.176069,-111.664618
1176,4/12/1988,"1800 HWY 51 WEST,Stoughton,WI,53589",42.919358,-89.243011
1177,10/3/1988,"13901 MANCHESTER RD,St. Louis,MO,63011",38.5965072,-90.4869454
1178,3/1/1988,"4101 HWY 121,Bedford,TX,76021",32.864033,-97.105447
1179,5/3/1988,"1636 HENDERSONVILLE ROAD,Asheville,NC,28803",35.512426,-82.525947
1180,3/1/1988,"790 GREENSBURG COMMMONS S/C,Greensburg,IN,47240",39.3598553,-85.4752177
1189,9/1/1988,"301 PARKWAY PLAZA,Barbourville,KY,40906",36.8583855,-83.8686766
1190,5/3/1988,"120 JILL DRIVE,Berea,KY,40403",37.567193,-84.3106925
1191,6/29/1989,"501 HAMPTON POINTE BLVD,Hillsborough,NC,27278",35.7956654,-78.7011328
1192,8/16/1988,"1625 SIMPSON HWY #49,Magee,MS,39111",31.8704623,-89.7476268
1193,11/17/1988,"2701 LOUISVILLE AVENUE,Monroe,LA,71201",32.5242773,-92.0961861
1194,8/16/1988,"373 S ILLINOIS AVE,Oak Ridge,TN,37830",36.008301,-84.253027
1195,11/1/1988,"460 HWY 90,Waveland,MS,39576",30.3037877,-89.385274
1196,2/2/1989,"2050 FALSE RIVER DRIVE,New Roads,LA,70760",30.6842189,-91.4584321
1197,9/1/1988,"1511 BENVENUE RD.,Rocky Mount,NC,27804",35.978128,-77.810175
1198,10/3/1988,"1515 N FM 1604 EAST,San Antonio,TX,78258",29.524384,-98.5161965
1199,4/7/1988,"171 YODER AVENUE,Avon,CO,81620",39.6259387,-106.500539
1200,10/3/1988,"3201 EAST PLATTE AVE,Colorado Springs,CO,80909",38.8375059,-104.7697702
1201,8/16/1988,"890 ODUM ROAD,Gardendale,AL,35071",33.6470546,-86.8230538
1202,8/16/1988,"4331 8TH.ST.SOUTH,Wisconsin Rapids,WI,54494",44.354523,-89.814108
1203,6/2/1988,"3846 STATE ROAD 674,Ruskin,FL,33573",27.713753,-82.374098
1204,9/1/1988,"3451 NELSON ROAD,Lake Charles,LA,70605",30.195563,-93.24724
1205,11/1/1988,"1160 SOUTH SIXTH STREET,MacClenny,FL,32063",30.267958,-82.124448
1206,5/3/1988,"3132 COLLEGE DR.,Baton Rouge,LA,70808",30.4187482,-91.1418057
1207,5/3/1988,"725 NO. TYNDALL PKWY,Callaway,FL,32404",30.1598483,-85.5911997
1208,5/3/1988,"3600 YOUNGFIELD ST,Wheat Ridge,CO,80033",39.7661487,-105.1424681
1209,2/2/1989,"401 NORTH GENERAL BLVD.,Lincolnton,NC,28092",35.4575933,-81.2251382
1210,10/3/1988,"1024 N MAIN STREET,Nicholasville,KY,40356",37.8994481,-84.5648598
1211,8/16/1988,"1201 SOUTH DIVISION,Harvard,IL,60033",42.4051387,-88.6133763
1212,9/1/1988,"1095 INDUSTRIAL PKWY,Saraland,AL,36571",30.79935,-88.096897
1213,10/3/1988,"13300 CORTEZ BLVD,Brooksville,FL,34613",28.531882,-82.505616
1214,2/2/1989,"1915 SOUTH RANGE AVENUE,Colby,KS,67701",39.3699867,-101.0526144
1215,11/1/1988,"450 WEST BELMONT DRIVE SW,Calhoun,GA,30701",34.4809357,-84.9450064
1216,10/3/1988,"1213 E. TRINITY MILLS ROAD,Carrollton,TX,75006",32.9854151,-96.905597
1217,11/1/1988,"305 HOLLY SPRINGS PLAZA,Franklin,NC,28734",35.2070217,-83.3260296
1218,10/11/1988,"1741 EAST FLORENCE BLVD,Casa Grande,AZ,85222",32.8793555,-111.7152964
1224,6/2/1988,"2650 CREIGHTON ROAD,Pensacola,FL,32504",30.4972058,-87.192733
1225,6/30/1988,"661 BLANDING BLVD,Orange Park,FL,32073",30.148281,-81.754178
1226,11/17/1988,"1626 ST. ROUTE 12 SO.,Ashland City,TN,37015",36.321115,-87.1302149
1227,11/10/1988,"260 BOBBY JONES EXPRESSWAY,Augusta,GA,30907",33.4863002,-82.0831953
1228,12/31/1988,"772 EAST ROLLINS ROAD,Round Lake Beach,IL,60073",42.381326,-88.06437
1229,4/3/1989,"2780 JOHN HAWKINS PKWY,Hoover,AL,35244",33.3614478,-86.8257565
1230,11/1/1988,"5401 SOUTH WHITE MOUNTAIN ROAD,Show Low,AZ,85901",34.20044,-110.01637
1231,11/17/1988,"9901 GRANT ST.,Thornton,CO,80229",39.875837,-104.98563
1232,10/3/1988,"2604 NORTH MAIN ST,Belton,TX,76513",31.0814817,-97.4578184
1233,9/1/1988,"470 NO. MAYO TRAIL,Paintsville,KY,41240",37.8054807,-82.7980858
1241,6/29/1989,"5811 ELMORE AVENUE,Davenport,IA,52807",41.580981,-90.525581
1242,11/1/1988,"250 HIGHLANDS SQUARE,Hendersonville,NC,28792",35.348775,-82.437737
1243,2/2/1989,"976 COMMONWEALTH BLVD,Martinsville,VA,24112",36.6941938,-79.9022037
1244,11/1/1988,"3027 WADE HAMPTON BLVD.,Greenville,SC,29687",34.908031,-82.331969
1245,2/2/1989,"5800 N. HWY 98,Lakeland,FL,33809",28.118823,-81.97638
1246,11/17/1988,"4840 OUTER LOOP,Louisville,KY,40219",38.136228,-85.671151
1247,4/3/1989,"120 DANIEL BOONE PLAZA,Hazard,KY,41701",37.2985273,-83.213983
1248,4/3/1989,"7525 WINCHESTER RD.,Memphis,TN,38125",35.04764,-89.811034
1249,2/2/1989,"3020 N BRYANT BLVD,San Angelo,TX,76903",31.4872948,-100.466382
1252,2/2/1989,"6675 BUSINESS CENTER DR.,Highlands Ranch,CO,80130",39.5624282,-104.9112209
1253,12/31/1988,"710 EAST BEN WHITE BLVD,Austin (S),TX,78704",30.220779,-97.7544
1254,12/31/1988,"1521 I-35 EAST,Bellmead,TX,76705",31.6004229,-97.1056022
1255,5/2/1989,"901 US HWY 401 BYPASS,Laurinburg,NC,28352",34.7630052,-79.481624
1256,4/3/1989,"305 SOUTH LARKIN,Joliet,IL,60436",41.5154265,-88.1245436
1257,2/2/1989,"1608 NORTH SWENSON,Stamford,TX,79553",32.9567482,-99.8029206
1259,2/2/1989,"60 SOUTH STEWART ROAD,Corbin,KY,40701",36.9722105,-84.1028319
1260,2/2/1989,"11228 HIGHWAY 63 SO.,Lucedale,MS,39452",30.8446149,-88.5979939
1261,12/31/1988,"3725 RAMSEY STREET,Fayetteville,NC,28311",35.112791,-78.8800909
1262,11/17/1988,"1850 NORTH MAIN,Rushville,IN,46173",39.628935,-85.4448509
1263,11/17/1988,"401 N BURKHARDT RD.,Evansville,IN,47715",37.9798267,-87.4723379
1264,11/17/1988,"2281 SOUTH MAIN ST.,Bellefontaine,OH,43311",40.3334092,-83.7616511
1265,6/29/1989,"10741 WEST FLORISSANT,Ferguson,MO,63135",38.76611,-90.283066
1266,11/1/1988,"2171 O'NEAL LN,Baton Rouge,LA,70816",30.4377324,-91.0047013
1267,2/2/1989,"1905 MC COY ROAD,Sun Prairie,WI,53590",43.174517,-89.245982
1268,2/2/1989,"200 COLUMBUS CORNERS DRIVE,Whiteville,NC,28472",34.3027278,-78.7242854
1269,11/17/1988,"1915 SOUTH HURSTBOURNE LANE,Louisville,KY,40220",38.216661,-85.583504
1270,11/1/1988,"1201 KNOX AVENUE,North Augusta,SC,29841",33.501191,-81.9574559
1271,2/2/1989,"1524 HWY 19 NORTH,Meridian,MS,39307",32.373809,-88.741288
1272,4/3/1989,"4515 COLLEGE AVENUE,Snyder,TX,79549",32.696948,-100.9191958
1273,4/3/1989,"6310 S. HWY 85-87,Fountain,CO,80817",38.7422068,-104.7359715
1274,4/3/1989,"1362 WEST MAIN STREET,Whitewater,WI,53190",42.836058,-88.756671
1275,4/3/1989,"2440 NORTH LEBANON STREET,Lebanon,IN,46052",40.0762,-86.4750559
1276,8/1/1989,"609 S TAYLOR DR,Sheboygan,WI,53081",43.75039,-87.745944
1277,2/2/1989,"616 HWY 54 EAST,Black River Falls,WI,54615",44.2957205,-90.8340678
1278,11/1/1988,"1506 FIR AVENUE,Perry,OK,73077",36.2886669,-97.302263
1279,5/2/1989,"10411 N FREEWAY 45,Houston,TX,77037",29.9252865,-95.4121061
1280,6/1/1989,"2881 NORTH AVENUE,Grand Junction,CO,81501",39.076904,-108.518024
1281,2/2/1989,"2151 EAST MAIN ST,Spartanburg,SC,29307",34.9754563,-81.8788049
1282,11/1/1988,"140 E COLLEGE DRIVE,Concordia,KS,66901",39.5536168,-97.6603312
1283,2/2/1989,"14500 US HWY 301 SO.,Starke,FL,32091",29.921984,-82.129612
1288,4/3/1989,"1049 DURHAM ROAD, SUITE A,Roxboro,NC,27573",36.3764511,-78.9846002
1289,2/2/1989,"2825 SOUTH STATE ROUTE 73,Wilmington,OH,45177",39.4635904,-83.8734744
1290,5/2/1989,"1834 WINKLER STREET,Wilkesboro,NC,28697",36.1517553,-81.1941503
1291,6/1/1989,"7150 EAST SPEEDWAY,Tucson,AZ,85710",32.2337501,-110.8394476
1292,4/3/1989,"2400 N. FRANKLIN ST.,Christiansburg,VA,24073",37.1606,-80.4255
1293,4/3/1989,"3209 DEANS BRIDGE RD,Augusta,GA,30906",33.4242344,-82.063334
1294,4/3/1989,"3240 SOUTHWESTERN,Marion,IN,46952",40.530347,-85.6760089
1295,2/2/1989,"903 SOUTH FIRST/ROUTE 3,Madill,OK,73446",34.0827386,-96.7674121
1296,2/2/1989,"1126 WEST BUSINESS 77,San Benito,TX,78586",26.149632,-97.633685
1297,5/2/1989,"2201 NO. YOUNG BLVD,Chiefland,FL,32626",29.502404,-82.8683719
1300,2/2/1989,"3105 MLK JR BLVD,New Bern,NC,28562",35.1021189,-77.0889921
1301,6/29/1989,"4210 FRANKLIN ROAD,Roanoke,VA,24014",37.223871,-79.966398
1302,8/1/1989,"780 COMMONWEALTH DRIVE,Norton,VA,24273",36.9567396,-82.6047999
1303,8/1/1989,"620 SOUTH IH 35,Georgetown,TX,78626",30.6559204,-97.6754345
1304,11/27/1990,"2501 WALTON BLVD,Warsaw,IN,46582",41.2715844,-85.855897
1306,2/2/1989,"233 S NEW YORK AVE,Alamogordo,NM,88310",32.887702,-105.95753
1307,5/2/1989,"1260 KINZIE AVENUE,Bradley,IL,60915",41.16169,-87.848677
1308,10/2/1989,"7700 WEST QUINCY AVENUE,Littleton,CO,80123",39.6386385,-105.0831508
1309,6/1/1989,"1841 WEST MAIN STREET,Salem,VA,24153",37.28978,-80.088917
1310,5/2/1989,"5555 S US HWY #41,Terre Haute,IN,47802",39.4224962,-87.4157088
1311,10/31/1989,"2801-B AIRPORT THRUWAY,Columbus,GA,31909",32.5197616,-84.9508104
1312,6/29/1989,"670 LILLINGTON HWY,Spring Lake,NC,28390",35.174024,-78.966503
1313,8/31/1989,"1200 S.E. MILITARY DRIVE,San Antonio (S),TX,78214",29.3542372,-98.479321
1314,6/1/1989,"3795 BUFORD DRIVE,Buford,GA,30519",34.0861093,-83.9918169
1315,12/30/1989,"2032 DELL RANGE BLVD,Cheyenne,WY,82009",41.1638101,-104.7911382
1316,6/1/1989,"1536 EGG HARBOR ROAD,Sturgeon Bay,WI,54235",44.8509849,-87.3585999
1317,10/1/1990,"125 BLEACHERY BLVD,Asheville,NC,28805",35.5771584,-82.5157766
1318,8/31/1989,"6777 CLINTON HWY,Knoxville,TN,37912",36.0069107,-84.0257896
1319,8/31/1989,"7340 NORRIS FREEWAY N.E.,Knoxville,TN,37918",36.08353,-83.9315079
1338,6/29/1989,"4701 BUENA VISTA ROAD,Columbus,GA,31907",32.4686254,-84.9136553
1339,6/29/1989,"10060 TWO NOTCH ROAD,Columbia,SC,29223",34.110527,-80.886662
1340,6/29/1989,"5401 FAIRINGTON ROAD,Decatur,GA,30038",33.6686489,-84.1329595
1341,10/31/1989,"335 SO. RED BANK ROAD,Evansville,IN,47712",37.973176,-87.635446
1342,6/1/1989,"300 WEST ESPLANADE,Kenner,LA,70065",30.0246332,-90.2681281
1344,12/30/1989,"1028 RICHMOND AVENUE C.,Staunton,VA,24401",38.134911,-79.0478003
1345,10/2/1989,"3471 OLD HALIFAX RD,South Boston,VA,24592",36.7340006,-78.9108474
1346,10/31/1989,"3911 BIENVILLE BLVD,Ocean Springs,MS,39564",30.411679,-88.76025
1347,8/31/1989,"1430 AUSTIN HIGHWAY,San Antonio,TX,78209",29.490344,-98.437043
1348,4/30/1990,"5135 CAROLINA BEACH ROAD,Wilmington,NC,28412",34.145831,-77.8967909
1349,8/31/1989,"3306 NORTH UNIVERSITY DRIVE,Sunrise,FL,33351",26.1679758,-80.2547675
1350,11/5/1991,"3900 WARDS ROAD,Lynchburg,VA,24502",37.3536969,-79.185297
1351,9/16/1989,"1330 NO. ESNHOWER DR,Beckley,WV,25801",37.8025001,-81.1812793
1352,11/16/1989,"715 NORTH NORWOOD,Wallace,NC,28466",34.743333,-77.997947
1353,10/2/1989,"5110 JEFFERSON HWY,Harahan,LA,70123",29.8945989,-90.0601721
1354,11/16/1989,"570 PAMLICO PLAZA,Washington,NC,27889",35.5604269,-77.0635642
1355,10/2/1989,"300 HIGHWAY 24,Morehead City,NC,28557",34.7340543,-76.8111663
1356,10/2/1989,"410 GRAND VALLEY BLVD,Martinsville,IN,46151",39.418144,-86.406699
1357,10/31/1989,"2501 HWY 180 EAST,Silver City,NM,88061",32.7891444,-108.2480271
1358,6/29/1989,"2110 BELLS HIGHWAY,Walterboro,SC,29488",32.9341895,-80.6900712
1362,11/16/1989,"15017 EMERALD COAST PKWY,Destin,FL,32541",30.38915,-86.449837
1363,10/31/1989,"1681 EATONTON ROAD,Madison,GA,30650",33.5659847,-83.4800273
1364,1/31/1990,"1795 KIOWA BLVD,Lake Havasu City,AZ,86403",34.504185,-114.350903
1365,10/31/1989,"2222 CREST VIEW DRIVE,Hudson,WI,54016",44.95958,-92.727113
1366,8/1/1989,"3500 EAST MAIN STREET,Merrill,WI,54452",45.178003,-89.6531696
1367,10/2/1989,"2720 WATSON BLVD.,Warner Robins,GA,31093",32.621046,-83.673558
1368,10/2/1989,"11217 STATE ROUTE 41,West Union,OH,45693",38.784149,-83.564313
1369,11/16/1989,"300 N. BEELINE HWY,Payson,AZ,85541",34.2426164,-111.3229007
1370,1/31/1990,"2840 HWY 95,Bullhead City,AZ,86442",35.083517,-114.596897
1371,6/29/1989,"735 WHITFIELD DRIVE,Columbus,IN,47201",39.2073278,-85.8809314
1372,1/31/1990,"1527 GARNER STATION BLVD.,Raleigh,NC,27603",35.724636,-78.652979
1373,1/31/1990,"4004 LAWRENCEVILLE HWY NW,Duluth,GA,30047",33.9769848,-84.0902962
1374,10/31/1989,"200 SOUTH STATE ROAD 434,Altamonte Springs,FL,32714",28.6643949,-81.4191796
1375,11/16/1989,"2255 HIGHWAY 71,Marianna,FL,32448",30.727913,-85.187883
1376,1/31/1990,"204 NO. ANDERSON LANE,Hendersonville,TN,37075",36.322541,-86.595359
1377,12/30/1989,"2019 RICHMOND ROAD,McHenry,IL,60050",42.3831943,-88.3628381
1378,10/31/1989,"2304 LINCOLNWAY EAST,Goshen (S),IN,46526",41.5560902,-85.7899955
1379,1/31/1990,"210 GREENVILLE BLVD,Greenville,NC,27834",35.577281,-77.388524
1380,12/30/1989,"2609 7TH STREET,Las Vegas,NM,87701",35.6202258,-105.2274022
1381,7/2/1991,"2555 WEST APACHE TRAIL,Apache Junction,AZ,85220",33.415323,-111.5545
1382,10/2/1989,"508 BYPASS 72 NW,Greenwood,SC,29649",34.207944,-82.191538
1383,11/16/1989,"350 ROBERT SMALLS PKWY,Beaufort,SC,29906",32.424857,-80.733908
1384,1/31/1990,"6 CONLEY ROAD,La Junta,CO,81050",37.9984962,-103.5928291
1385,1/31/1990,"3000 EAST FRANKLIN RD,Gastonia,NC,28054",35.2619424,-81.1242098
1386,12/31/1990,"1706 WEST REYNOLDS STREET,Pontiac,IL,61764",40.873685,-88.6426523
1387,4/2/1990,"3801 TURTLE CREEK DR,Coral Springs,FL,33067",26.27797,-80.204051
1388,12/30/1989,"2501 E. NORTH ST.,Kendallville,IN,46755",41.447474,-85.224467
1389,12/30/1989,"1815 SOUTH STORY,Boone,IA,50036",42.0362012,-93.8796512
1390,6/27/1990,"8001 US HWY 19 NORTH,Pinellas Park,FL,33781",27.8452668,-82.6852574
1391,2/24/1990,"1101 BEVILLE ROAD,Daytona Beach,FL,32119",29.1730506,-81.0303533
1392,8/1/1989,"5226 SIGMON ROAD,Wilmington,NC,28403",34.242721,-77.874303
1393,10/31/1989,"2203 AVENUE A WEST,Oskaloosa,IA,52577",41.2982294,-92.6698463
1394,12/30/1989,"4500 SOUTH 108TH STREET,Greenfield,WI,53228",42.961778,-88.046216
1395,10/1/1990,"1340 WEST MCCORD,Centralia,IL,62801",38.534603,-89.15936
1396,12/30/1989,"920 HWY 12,West Baraboo,WI,53913",43.4816742,-89.7704409
1397,1/31/1990,"10224 COORS BYPASSNW,Albuquerque,NM,87114",35.204059,-106.657051
1398,1/31/1990,"4545 HYPOLUXO ROAD,Lake Worth,FL,33463",26.574428,-80.114285
1399,10/31/1989,"1126 E. LYNCHBURG SALEM TRNPK,Bedford,VA,24523",37.324183,-79.4977023
1400,6/27/1990,"1911 EPPS BRIDGE PKWY,Athens,GA,30606",33.919554,-83.445221
1401,10/29/1990,"776 SOUTH ROUTE 59,Naperville,IL,60540",41.757955,-88.202689
1406,1/31/1990,"2300 SO. PLEASANT VALLEY RD.,Winchester,VA,22601",39.1546891,-78.1754997
1407,12/30/1989,"1530 WAL-MART DRIVE,Lebanon,OH,45036",39.455902,-84.172727
1408,1/31/1990,"4400 W TENNESSEE,Tallahassee,FL,32304",30.461387,-84.359036
1409,4/2/1990,"10750 WESTVIEW DRIVE,Houston,TX,77043",29.7929348,-95.5643502
1410,4/2/1990,"1801 WEST MAIN ST,Troy,OH,45373",40.056405,-84.237044
1411,1/31/1990,"18680 SO. NOGALES HWY,Green Valley,AZ,85614",31.911875,-110.9821
1412,4/2/1990,"4308 GRAND AVENUE,Laramie,WY,82070",41.3046182,-105.5403978
1413,4/30/1990,"5641 NORTHWEST HWY,Crystal Lake,IL,60014",42.223838,-88.30976
1414,1/31/1990,"01 I-25 INTERCHANGE,Belen,NM,87002",34.6627652,-106.7761546
1415,1/31/1990,"2200 17TH ST.,Spirit Lake,IA,51360",43.4228882,-95.1239103
1425,1/31/1990,"402 WEST PLAZA DRIVE,Columbia City,IN,46725",41.170353,-85.4964789
1426,11/16/1989,"351 RIVER HILL ROAD,Ashland,KY,41101",38.4855606,-82.6581338
